userid,permissions,bugsfiled,assignedto
609471,0,2,0
609477,0,2,0
609493,0,3,0
609511,0,1,0
609513,0,2,0
609536,0,1,0
609541,0,1,0
609570,0,1,0
609571,0,3,0
609593,0,2,0
609625,0,2,0
609631,0,1,0
609638,0,3,0
609666,0,1,0
609670,0,1,0
609687,0,1,0
609691,0,1,0
609701,0,1,0
609704,0,2,0
609744,0,1,0
609752,0,1,0
609758,0,1,0
609759,0,1,0
609761,0,1,0
609785,0,1,0
609789,0,1,0
609803,0,1,0
609824,0,1,0
609825,0,208,0
609826,0,1,0
609840,0,12,0
609843,0,1,0
609856,0,1,0
609864,0,1,0
609882,0,2,0
609884,0,1,0
609887,0,1,0
609907,0,2,0
609918,0,1,0
609933,0,1,0
609945,0,1,0
609946,0,1,0
609953,0,1,0
609973,0,2,0
609994,0,1,0
609996,0,1,0
610010,0,3,0
610020,0,1,0
610026,0,1,0
610034,0,1,0
610035,0,4,0
610069,0,2,0
610092,0,1,0
610093,0,1,0
610105,0,1,0
610136,0,1,0
610192,0,1,0
610201,0,2,0
610213,0,1,0
610230,0,1,0
610235,0,1,0
610254,0,3,0
610275,0,1,0
610279,0,1,0
610292,0,1,0
610309,0,1,0
610310,0,2,0
610318,0,1,0
610332,0,1,0
610339,0,2,0
610355,0,3,0
610379,0,1,0
610396,0,2,0
610422,0,2,0
610434,0,1,0
610475,0,1,0
610481,0,1,0
610482,0,1,0
610492,0,1,0
610508,0,1,0
610519,0,2,0
610523,0,2,0
610538,0,3,0
610539,0,1,0
610552,0,2,0
610558,0,1,0
610559,0,1,0
610576,0,1,0
610625,0,1,0
610636,0,2,0
610639,0,1,0
610641,0,1,0
610646,0,1,0
610657,0,4,0
610658,0,1,0
610686,0,3,0
610709,0,1,0
610736,0,1,0
610747,0,1,0
610758,0,1,0
610762,0,1,0
610768,0,1,0
610776,0,1,0
610800,0,1,0
610810,0,1,0
610835,0,1,0
610867,0,1,0
610871,0,6,0
610882,0,1,0
610883,0,7,0
610904,0,1,0
610910,0,2,0
610918,0,1,0
610967,0,6,0
610968,0,1,0
610982,0,1,0
610986,0,2,0
611049,0,1,0
611050,0,1,0
611081,0,2,0
611092,0,1,0
611111,0,10,4
611114,0,1,0
611122,0,1,0
611138,0,1,0
611162,0,2,0
611190,0,1,0
611219,0,1,0
611220,0,1,0
611227,0,1,0
611230,0,2,0
611233,0,2,0
611274,0,1,0
611275,0,1,0
611279,0,1,0
611280,0,1,0
611281,0,1,0
611284,0,1,0
611285,0,1,0
611299,0,1,0
611323,0,1,0
611324,0,2,0
611329,0,1,0
611352,0,1,0
611357,0,1,0
611362,0,1,0
611370,0,1,0
611380,0,1,0
611389,0,2,0
611407,0,1,0
611413,0,1,0
611432,0,10,0
611446,0,1,0
611453,0,1,0
611474,0,2,0
611483,0,1,0
611491,0,1,0
611513,0,1,0
611516,0,1,0
611528,0,1,0
611534,0,1,0
611540,0,1,0
611546,0,1,0
611547,0,1,0
611554,0,1,0
611558,0,1,0
611569,0,1,0
611571,0,1,0
611622,0,1,0
611639,0,2,0
611644,0,1,0
611645,0,1,0
611685,0,1,0
611690,0,2,0
611699,0,1,0
611705,0,4,0
611717,0,1,0
611718,0,1,0
611735,0,2,0
611737,0,1,0
611749,0,1,0
611766,0,1,0
611780,0,1,0
611816,0,2,0
611822,0,1,0
611846,0,1,0
611869,0,1,0
611874,0,1,0
611893,0,1,0
611895,0,6,0
611907,0,2,0
611912,0,1,0
611927,0,1,0
611932,0,3,0
611935,0,1,0
612008,0,2,0
612010,0,1,0
612029,0,1,0
612031,0,1,0
612033,0,1,0
612058,0,1,0
612059,0,1,0
612096,0,1,0
612114,0,5,0
612139,0,1,0
612150,0,31,0
612188,0,1,0
612192,0,1,0
612195,0,1,0
612200,0,1,0
612214,0,1,0
612217,0,3,0
612239,0,1,0
612247,0,1,0
612275,0,1,0
612277,0,1,0
612280,0,2,0
612307,0,1,0
612313,0,1,0
612336,0,2,0
612337,0,1,0
612340,0,1,0
612353,0,1,0
612365,0,1,0
612386,0,1,0
612414,0,1,0
612420,0,1,0
612425,0,1,0
612428,0,1,0
612442,0,1,0
612462,0,1,0
612474,0,1,0
612482,0,1,0
612507,0,3,0
612524,0,1,0
612537,0,3,0
612559,0,13,0
612560,0,1,0
612563,0,1,0
612578,0,1,0
612580,0,1,0
612597,0,2,0
612602,0,1,0
612617,0,1,0
612629,0,1,0
612645,0,1,0
612656,0,1,0
612691,0,2,0
612702,0,1,0
612716,0,1,0
612717,0,1,0
612720,0,1,0
612722,0,1,0
612724,0,1,0
612735,0,2,0
612737,0,1,0
612739,0,4,0
612757,0,1,0
612761,0,1,0
612769,0,1,0
612776,0,2,0
612780,0,2,0
612787,0,1,0
612822,0,1,0
612872,0,1,0
612878,0,1,0
612889,0,1,0
612895,0,1,0
612897,0,1,0
612920,0,1,0
612929,0,1,0
612934,0,1,0
612944,0,1,0
612946,0,1,0
612959,0,1,0
612964,0,1,0
612971,0,1,0
613028,0,4,0
613030,0,1,0
613049,0,1,0
613072,0,1,0
613102,0,2,0
613118,0,1,0
613121,0,1,0
613124,0,2,0
613143,0,2,0
613147,0,1,0
613157,0,1,0
613170,0,1,0
613172,0,11,0
613183,0,1,0
613184,0,1,0
613235,0,2,0
613260,0,1,0
613270,0,1,0
613271,0,1,0
613320,0,7,0
613365,0,1,0
613380,0,1,0
613416,0,1,0
613434,0,2,0
613436,0,4,0
613442,0,8,0
613458,0,1,0
613523,0,1,0
613530,0,1,0
613536,0,3,0
613543,0,2,1
613558,0,1,0
613563,0,1,0
613567,0,1,0
613576,0,1,0
613589,0,1,0
613602,0,1,0
613617,0,2,0
613669,0,1,0
613697,0,2,0
613723,0,1,0
613734,0,1,0
613751,0,1,0
613753,0,1,0
613756,0,1,0
613765,0,1,0
613777,0,1,0
613799,0,1,0
613817,0,1,0
613818,0,2,0
613824,0,2,0
613861,0,1,0
613862,0,2,0
613875,0,2,0
613898,0,1,0
613900,0,1,0
613933,0,2,0
613940,0,1,0
613951,0,2,0
613957,0,2,0
613962,0,1,0
613963,0,3,0
613980,0,1,0
613983,0,1,0
613990,0,1,0
613994,0,2,0
613998,0,1,0
614006,0,4,0
614007,0,4,0
614010,0,3,0
614028,0,2,0
614033,0,1,0
614034,0,2,0
614049,0,1,0
614052,0,1,0
614067,0,1,0
614099,0,1,0
614100,0,1,0
614111,0,1,0
614115,0,1,0
614119,0,1,0
614124,0,1,0
614130,0,1,0
614144,0,28,0
614150,0,1,0
614154,0,3,0
614158,0,4,0
614164,0,1,0
614166,0,1,0
614176,0,1,0
614184,0,1,0
614186,0,1,0
614189,0,1,0
614190,0,5,0
614191,0,1,0
614211,0,2,0
614229,0,3,0
614230,0,1,0
614235,0,1,0
614253,0,1,0
614259,0,1,0
614286,0,3,0
614287,0,1,0
614289,0,2,0
614292,0,1,0
614294,0,1,0
614297,0,1,0
614298,0,1,0
614307,0,1,0
614308,0,1,0
614344,0,1,0
614345,0,1,0
614350,0,6,0
614353,0,1,0
614354,0,1,0
614359,0,2,0
614365,0,1,0
614384,0,1,0
614390,0,1,0
614401,0,1,0
614413,0,1,0
614430,0,1,0
614447,0,1,0
614456,0,1,0
614466,0,1,0
614489,0,1,0
614507,0,1,0
614514,0,4,0
614525,0,1,0
614529,0,3,0
614535,0,1,0
614536,0,1,0
614538,0,1,0
614546,0,1,0
614548,0,4,0
614549,0,1,0
614586,0,1,0
614610,0,1,0
614638,0,2,0
614673,0,1,0
614696,0,1,0
614704,0,1,0
614705,0,2,0
614732,0,1,0
614736,0,5,0
614749,0,1,0
614757,0,1,0
614768,0,1,0
614771,0,2,0
614799,0,3,0
614804,0,1,0
614809,0,1,0
614818,0,1,0
614824,0,2,0
614830,0,2,0
614834,0,1,0
614852,0,1,0
614873,0,1,0
614886,0,1,0
614887,0,1,0
614889,0,1,0
614891,0,1,0
614897,0,1,0
614898,0,1,0
614916,0,1,0
614923,0,1,0
614930,0,1,0
614943,0,1,0
614998,0,1,0
615010,0,1,0
615014,0,2,0
615030,0,1,0
615032,0,0,0
615037,0,1,0
615038,0,2,0
615043,0,3,0
615063,0,1,0
615064,0,1,0
615072,0,1,0
615082,0,1,0
615087,0,1,0
615097,0,1,0
615098,0,1,0
615110,0,2,0
615111,0,1,0
615140,0,3,0
615142,0,1,0
615143,0,10,1
615171,0,1,0
615248,0,1,0
615268,0,4,0
615306,0,1,0
615307,0,1,0
615312,0,1,0
615313,0,1,0
615314,0,1,0
615317,0,1,0
615323,0,1,0
615324,0,1,0
615334,0,2,0
615364,0,4,0
615372,0,1,0
615375,0,1,0
615382,0,1,0
615391,0,1,0
615392,0,1,0
615466,0,1,0
615473,0,1,0
615483,0,1,0
615486,0,5,0
615488,0,2,0
615498,0,1,0
615510,0,2,0
615514,0,1,0
615522,0,1,0
615534,0,2,0
615541,0,2,0
615547,0,1,0
615560,0,1,0
615563,0,1,0
615575,0,2,0
615583,0,1,0
615600,0,1,0
615603,0,1,0
615604,0,1,0
615609,0,1,0
615644,0,1,0
615664,0,1,0
615677,0,1,0
615679,0,2,0
615681,0,2,0
615685,0,1,0
615690,0,3,0
615693,0,1,0
615698,0,3,0
615716,0,1,0
615727,0,1,0
615731,0,1,0
615733,0,1,0
615736,0,1,0
615737,0,2,0
615740,0,1,0
615745,0,2,0
615749,0,2,0
615760,0,1,0
615764,0,2,0
615773,0,2,0
615774,0,1,0
615834,0,1,0
615840,0,1,0
615850,0,1,0
615858,0,1,0
615864,0,1,0
615898,0,3,0
615986,0,1,0
615991,0,1,0
616001,0,2,0
616005,0,1,0
616028,0,1,0
616045,0,1,0
616059,0,1,0
616081,0,4,0
616093,0,1,0
616098,0,1,0
616135,0,1,0
616172,0,1,0
616178,0,1,0
616190,0,3,0
616254,0,3,0
616264,0,3,0
616269,0,1,0
616288,0,1,0
616299,0,1,0
616300,0,1,0
616314,0,1,0
616315,0,1,0
616331,0,1,0
616336,0,1,0
616339,0,2,0
616404,0,1,0
616410,0,7,0
616437,0,6,0
616457,0,2,0
616467,0,1,0
616490,0,1,0
616491,0,1,0
616510,0,1,0
616526,0,1,0
616541,0,1,0
616544,0,4,0
616561,0,3,0
616578,0,1,0
616589,0,2,0
616644,0,1,0
616649,0,1,0
616667,0,1,0
616676,0,4,0
616698,0,1,0
616721,0,1,0
616741,0,2,0
616742,0,1,0
616743,0,1,0
616766,0,1,0
616777,0,1,0
616784,0,1,0
616787,0,1,0
616819,0,1,0
616826,0,2,0
616832,0,1,0
616838,0,5,0
616846,0,2,0
616887,0,1,0
616912,0,1,0
616962,0,1,0
616964,0,2,0
616965,0,1,0
616971,0,1,0
617015,0,1,0
617047,0,1,0
617094,0,1,0
617099,0,1,0
617128,0,1,0
617133,0,1,0
617148,0,11,7
617192,0,1,0
617197,0,1,0
617208,0,1,0
617240,0,2,0
617250,0,1,0
617276,0,1,0
617281,0,1,0
617330,0,1,0
617353,0,1,0
617359,0,1,0
617383,0,3,0
617403,0,1,0
617408,0,1,0
617409,0,1,0
617415,0,1,0
617422,0,1,0
617430,0,1,0
617436,0,1,0
617438,0,1,0
617442,0,1,0
617449,0,12,0
617462,0,1,0
617475,0,2,0
617501,0,2,0
617520,0,1,0
617524,0,2,0
617527,0,1,0
617565,0,1,0
617566,0,1,0
617595,0,1,0
617603,0,2,0
617605,0,1,0
617646,0,1,0
617651,0,1,0
617657,0,1,0
617684,0,1,0
617699,0,1,0
617710,0,1,0
617714,0,1,0
617730,0,4,0
617755,0,1,0
617762,0,1,0
617768,0,2,0
617771,0,1,0
617773,0,1,0
617782,0,1,0
617792,0,1,0
617796,0,1,0
617815,0,1,0
617824,0,1,0
617828,0,1,0
617845,0,1,0
617846,0,2,0
617861,0,1,0
617866,0,1,0
617867,0,1,0
617876,0,1,0
617878,0,1,0
617891,0,1,0
617896,0,1,0
617900,0,1,0
617937,0,1,0
617941,0,1,0
617950,0,1,0
617967,0,1,0
617981,0,1,0
617990,0,1,0
617997,0,1,0
618001,0,1,0
618004,0,1,0
618005,0,1,0
618006,0,1,0
618027,0,1,0
618043,0,1,0
618057,0,20,0
618082,0,1,0
618085,0,1,0
618095,0,2,0
618096,0,1,0
618109,0,1,0
618110,0,4,0
618114,0,1,0
618118,0,1,0
618119,0,1,0
618123,0,1,0
618144,0,1,0
618149,0,1,0
618153,0,2,0
618158,0,1,0
618179,0,1,0
618206,0,1,0
618219,0,2,0
618220,0,1,0
618226,0,1,0
618236,0,1,0
618242,0,2,0
618279,0,2,0
618289,0,1,0
618327,0,1,0
618336,0,3,0
618339,0,2,0
618359,0,1,0
618362,0,1,0
618371,0,7,0
618400,0,1,0
618422,0,2,0
618426,0,1,0
618428,0,1,0
618430,0,1,0
618496,0,1,0
618507,0,1,0
618511,0,1,0
618541,0,1,0
618559,0,1,0
618568,0,1,0
618601,0,5,1
618643,0,1,0
618644,0,1,0
618655,0,1,0
618657,0,1,0
618664,0,1,0
618670,0,1,0
618684,0,1,0
618700,0,1,0
618706,0,1,0
618709,0,1,0
618710,0,1,0
618714,0,1,0
618717,0,1,0
618734,0,1,0
618743,0,2,0
618747,0,1,0
618760,0,2,0
618770,0,1,0
618797,0,1,0
618815,0,1,0
618831,0,1,0
618846,0,1,0
618851,0,1,0
618853,0,1,0
618856,0,1,0
618857,0,1,0
618861,0,1,0
618866,0,1,0
618874,0,1,0
618879,0,1,0
618889,0,1,0
618892,0,1,0
618893,0,1,0
618895,0,1,0
618905,0,2,0
618911,0,2,0
618922,0,1,0
618923,0,1,0
618926,0,1,0
618929,0,2,0
618939,0,3,0
618945,0,1,0
618948,0,1,0
619016,0,1,0
619053,0,1,0
619085,0,1,0
619106,0,2,0
619114,0,1,0
619127,0,2,0
619128,0,10,0
619136,0,1,0
619145,0,1,0
619160,0,1,0
619161,0,1,0
619171,0,1,0
619175,0,1,0
619189,0,1,0
619191,0,2,0
619219,0,1,0
619230,0,1,0
619238,0,5,0
619241,0,1,0
619255,0,1,0
619271,0,1,0
619274,0,32,0
619298,0,2,0
619314,0,1,0
619315,0,1,0
619332,0,27,0
619341,0,1,0
619346,0,1,0
619348,0,1,0
619384,0,1,0
619392,0,2,0
619397,0,1,0
619434,0,1,0
619438,0,1,0
619461,0,1,0
619467,0,1,0
619468,0,3,0
619492,0,1,0
619559,0,2,0
619635,0,11,0
619651,0,1,0
619684,0,1,0
619695,0,1,0
619727,0,1,0
619747,0,1,0
619748,0,1,0
619768,0,1,0
619792,0,1,0
619819,0,1,0
619874,0,1,0
619878,0,1,0
619894,0,1,0
619912,0,1,0
619936,0,1,0
619951,0,2,0
619961,0,1,0
619963,0,1,0
619965,0,1,0
619969,0,1,0
619971,0,1,0
619972,0,1,0
619974,0,1,0
619976,0,2,0
619985,0,2,0
620011,0,1,0
620028,0,139,0
620048,0,1,0
620049,0,1,0
620069,0,2,0
620077,0,1,0
620142,0,1,0
620143,0,1,0
620160,0,2,0
620162,0,1,0
620164,0,1,0
620165,0,1,0
620166,0,1,0
620179,0,1,0
620199,0,5,0
620205,0,2,0
620225,0,1,0
620232,0,1,0
620295,0,2,0
620317,0,1,0
620319,0,1,0
620331,0,1,0
620341,0,1,0
620358,0,1,0
620362,0,1,0
620391,0,1,0
620401,0,1,0
620404,0,1,0
620411,0,3,0
620419,0,1,0
620433,0,1,0
620437,0,1,0
620442,0,1,0
620444,0,1,0
620448,0,2,0
620461,0,4,0
620463,0,1,0
620471,0,1,0
620472,0,1,0
620473,0,1,0
620479,0,1,0
620501,0,3,0
620505,0,1,0
620518,0,1,0
620527,0,2,0
620577,0,1,0
620599,0,1,0
620609,0,1,0
620632,0,2,0
620633,0,1,0
620636,0,2,0
620662,0,1,0
620664,0,5,0
620689,0,1,0
620691,0,1,0
620697,0,1,0
620715,0,1,0
620718,0,1,0
620721,0,3,0
620732,0,1,0
620767,0,2,0
620778,0,1,0
620791,0,1,0
620799,0,1,0
620809,0,1,0
620827,0,3,0
620878,0,1,0
620912,0,1,0
620927,0,1,0
620931,0,1,0
620948,0,1,0
620958,0,2,0
620979,0,2,0
620995,0,2,0
621019,0,1,0
621022,0,2,0
621066,0,1,0
621103,0,1,0
621110,0,1,0
621117,0,2,0
621123,0,1,0
621160,0,1,0
621169,0,3,0
621179,0,4,0
621189,0,1,0
621211,0,1,0
621223,0,1,0
621293,0,1,0
621302,0,2,0
621362,0,1,0
621398,0,2,0
621400,0,1,0
621419,0,14,2
621438,0,2,0
621445,0,1,0
621451,0,1,0
621470,0,1,0
621479,0,1,0
621511,0,1,0
621532,0,1,0
621558,0,2,0
621563,0,1,0
621585,0,1,0
621609,0,1,0
621614,0,1,0
621631,0,2,0
621654,0,1,0
621662,0,1,0
621687,0,3,0
621690,0,1,0
621723,0,1,0
621726,0,1,0
621741,0,1,0
621744,0,1,0
621763,0,1,0
621770,0,1,0
621776,0,1,0
621792,0,4,0
621825,0,1,0
621837,0,1,0
621840,0,1,0
621861,0,1,0
621870,0,9,0
621899,0,1,0
621929,0,1,0
621931,0,1,0
621934,0,2,0
621961,0,1,0
621967,0,1,0
621993,0,1,0
622008,0,1,0
622036,0,1,0
622086,0,1,0
622092,0,10,0
622099,0,1,0
622107,0,1,0
622108,0,1,0
622145,0,1,0
622146,0,3,0
622152,0,1,0
622180,0,1,0
622195,0,1,0
622225,0,3,0
622300,0,1,0
622318,0,1,0
622337,0,2,0
622342,0,1,0
622352,0,1,0
622404,0,1,0
622421,0,1,0
622434,0,1,0
622452,0,1,0
622460,0,4,0
622469,0,1,0
622527,0,1,0
622528,0,1,0
622541,0,1,0
622592,0,5,0
622607,0,2,0
622619,0,1,0
622622,0,1,0
622623,0,3,0
622649,0,15,0
622652,0,1,0
622657,0,1,0
622660,0,1,0
622664,0,1,0
622677,0,9,0
622680,0,1,0
622693,0,1,0
622732,0,3,0
622741,0,2,0
622742,0,1,0
622791,0,2,0
622850,0,1,0
622864,0,1,0
622865,0,6,0
622878,0,1,0
622907,0,2,0
622941,0,1,0
622953,0,1,0
622972,0,2,0
622985,0,4,0
622998,0,1,0
623009,0,3,0
623027,0,3,0
623033,0,1,0
623034,0,1,0
623044,0,5,0
623121,0,1,0
623123,0,1,0
623133,0,3,0
623141,0,5,0
623179,0,1,0
623192,0,1,0
623203,0,1,0
623208,0,1,0
623219,0,1,0
623220,0,1,0
623230,0,1,0
623273,0,2,0
623275,0,1,0
623284,0,1,0
623289,0,4,0
623321,0,1,0
623323,0,1,0
623326,0,1,0
623329,0,1,0
623338,0,8,0
623356,0,1,0
623369,0,1,0
623380,0,2,0
623384,0,1,0
623389,0,4,4
623392,0,3,0
623405,0,4,0
623416,0,1,0
623424,0,1,0
623437,0,1,0
623447,0,1,0
623458,0,1,0
623461,0,6,6
623476,0,12,11
623507,0,1,0
623522,0,1,0
623530,0,2,0
623534,0,1,0
623540,0,1,0
623569,0,1,0
623581,0,1,0
623596,0,2,0
623597,0,1,0
623599,0,3,0
623611,0,1,0
623645,0,1,0
623655,0,1,0
623677,0,1,0
623711,0,1,0
623712,0,1,0
623719,0,1,0
623723,0,2,0
623725,0,1,0
623738,0,1,0
623747,0,1,0
623748,0,4,0
623755,0,1,0
623757,0,1,0
623775,0,1,0
623785,0,1,0
623812,0,1,0
623819,0,1,0
623830,0,2,0
623853,0,2,0
623872,0,1,0
623883,0,1,0
623888,0,2,0
623912,0,1,0
623914,0,1,0
623919,0,1,0
623920,0,1,0
623923,0,1,0
623928,0,1,0
623930,0,1,0
623945,0,1,0
623952,0,1,0
623956,0,1,0
623962,0,1,0
623990,0,1,0
623996,0,4,0
624028,0,2,0
624033,0,1,1
624039,0,2,0
624047,0,1,0
624048,0,2,0
624090,0,1,0
624103,0,13,0
624118,0,1,0
624139,0,1,0
624151,0,3,0
624154,0,2,0
624161,0,2,0
624175,0,1,0
624190,0,1,0
624200,0,2,0
624211,0,1,0
624214,0,2,0
624218,0,1,0
624264,0,1,0
624271,0,1,0
624277,0,1,0
624306,0,6,0
624327,0,1,0
624333,0,1,0
624366,0,1,0
624372,0,1,0
624389,0,1,0
624391,0,1,0
624399,0,1,0
624402,0,1,0
624437,0,2,0
624440,0,2,0
624443,0,1,0
624444,0,1,0
624450,0,7,0
624466,0,1,0
624467,0,7,0
624481,0,1,0
624513,0,3,0
624522,0,1,0
624523,0,1,0
624526,0,1,0
624542,0,1,0
624560,0,1,0
624569,0,1,0
624617,0,1,0
624639,0,6,0
624643,0,2,0
624654,0,2,0
624667,0,2,0
624685,0,2,0
624692,0,1,0
624748,0,1,0
624763,0,2,0
624781,0,1,0
624789,0,1,0
624798,0,1,0
624819,0,7,0
624827,0,1,0
624830,0,1,0
624834,0,1,0
624840,0,1,0
624858,0,1,0
624859,0,1,0
624883,0,1,0
624898,0,2,0
624910,0,2,0
624914,0,2,0
624918,0,1,0
624920,0,2,0
624922,0,2,0
624928,0,1,0
624940,0,1,0
624965,0,1,0
624970,0,1,0
624991,0,1,0
625005,0,1,0
625006,0,3,0
625014,0,1,0
625036,0,4,0
625047,0,1,0
625054,0,1,0
625062,0,1,0
625081,0,1,0
625083,0,1,0
625101,0,1,0
625109,0,17,0
625123,0,1,0
625162,0,1,0
625163,0,1,0
625172,0,1,0
625173,0,1,0
625175,0,1,0
625179,0,1,0
625186,0,1,0
625190,0,1,0
625195,0,1,0
625212,0,1,0
625215,0,2,0
625244,0,3,0
625264,0,1,0
625278,0,1,0
625284,0,1,0
625292,0,1,0
625321,0,1,0
625328,0,1,0
625348,0,1,0
625402,0,1,0
625405,0,1,0
625420,0,1,0
625423,0,2,0
625431,0,2,0
625452,0,1,0
625457,0,2,0
625465,0,1,0
625478,0,1,0
625486,0,1,0
625488,0,1,0
625494,0,2,0
625501,0,8,0
625502,0,4,0
625503,0,2,0
625554,0,1,0
625564,0,1,0
625569,0,2,0
625575,0,1,0
625583,0,2,0
625596,0,3,0
625603,0,1,0
625634,0,3,0
625641,0,1,0
625645,0,1,0
625651,0,1,0
625698,0,1,0
625726,0,1,0
625756,0,1,0
625758,0,2,0
625761,0,1,0
625772,0,1,0
625797,0,1,0
625799,0,1,0
625806,0,1,0
625828,0,1,0
625939,0,2,0
625953,0,1,0
625954,0,1,0
625961,0,1,0
625989,0,1,0
626035,0,1,0
626051,0,4,0
626054,0,1,0
626111,0,1,0
626118,0,6,0
626126,0,1,0
626149,0,1,0
626151,0,1,0
626178,0,1,0
626193,0,1,0
626211,0,1,0
626214,0,1,0
626244,0,1,0
626256,0,1,0
626260,0,1,0
626266,0,1,0
626267,0,2,0
626287,0,1,0
626288,0,1,0
626290,0,1,0
626292,0,1,0
626363,0,2,0
626373,0,1,0
626376,0,1,0
626377,0,2,0
626383,0,1,0
626408,0,1,0
626409,0,1,0
626419,0,1,0
626428,0,1,0
626432,0,1,0
626434,0,1,0
626436,0,1,0
626439,0,1,0
626460,0,1,0
626465,0,1,0
626480,0,1,0
626486,0,1,0
626504,0,1,0
626510,0,1,0
626530,0,1,0
626592,0,1,0
626600,0,1,0
626618,0,14,0
626619,0,1,0
626643,0,2,0
626669,0,1,0
626671,0,1,0
626676,0,1,0
626690,0,1,0
626693,0,1,0
626694,0,1,0
626715,0,1,0
626720,0,1,0
626745,0,2,0
626752,0,1,0
626761,0,1,0
626763,0,1,0
626768,0,1,0
626772,0,1,0
626777,0,1,0
626783,0,1,0
626784,0,2,0
626800,0,1,0
626815,0,1,0
626816,0,1,0
626903,0,1,0
626918,0,1,0
626947,0,1,0
626957,0,2,0
626965,0,1,0
626967,0,2,0
626997,0,2,0
626998,0,4,0
627001,0,1,0
627007,0,3,0
627019,0,3,0
627024,0,1,0
627028,0,1,0
627030,0,1,0
627058,0,1,0
627082,0,1,0
627110,0,2,0
627131,0,1,0
627145,0,1,0
627158,0,3,0
627162,0,1,0
627170,0,1,0
627181,0,1,0
627183,0,1,0
627197,0,1,0
627212,0,1,0
627214,0,1,0
627242,0,1,0
627251,0,1,0
627264,0,1,0
627286,0,1,0
627305,0,1,0
627319,0,1,0
627322,0,1,0
627345,0,1,0
627367,0,1,0
627403,0,1,0
627406,0,1,0
627411,0,1,0
627426,0,1,0
627429,0,2,0
627441,0,1,0
627445,0,1,0
627466,0,1,0
627470,0,2,0
627499,0,2,0
627506,0,4,0
627537,0,1,0
627561,0,1,0
627564,0,2,0
627573,0,1,0
627576,0,1,0
627604,0,1,0
627613,0,1,0
627622,0,1,0
627639,0,1,0
627649,0,1,0
627655,0,1,0
627665,0,1,0
627670,0,1,0
627688,0,1,0
627689,0,1,0
627701,0,1,0
627728,0,1,0
627738,0,1,0
627752,0,1,0
627760,0,2,0
627762,0,1,0
627771,0,1,0
627791,0,1,0
627808,0,1,0
627810,0,1,0
627838,0,1,0
627841,0,1,0
627846,0,1,0
627859,0,1,0
627862,0,1,0
627868,0,1,0
627906,0,1,0
627934,0,1,0
627946,0,3,0
627955,0,1,0
627972,0,1,0
628014,0,1,0
628016,0,1,0
628018,0,1,0
628034,0,3,0
628035,0,3,0
628041,0,1,0
628052,0,2,0
628062,0,1,0
628096,0,1,0
628112,0,1,0
628158,0,1,0
628170,0,1,0
628182,0,1,0
628198,0,1,0
628242,0,1,0
628254,0,1,0
628261,0,1,0
628273,0,1,0
628277,0,3,0
628301,0,1,0
628306,0,1,0
628334,0,1,0
628338,0,1,0
628351,0,1,0
628355,0,1,0
628364,0,2,0
628379,0,1,0
628381,0,1,0
628385,0,1,0
628386,0,1,0
628393,0,1,0
628415,0,1,0
628428,0,11,0
628436,0,1,0
628444,0,1,0
628451,0,2,0
628466,0,3,0
628481,0,2,0
628505,0,1,0
628507,0,1,0
628546,0,1,0
628582,0,1,0
628598,0,1,0
628604,0,45,0
628634,0,1,0
628662,0,2,0
628671,0,1,0
628711,0,2,0
628735,0,1,0
628738,0,1,0
628741,0,3,0
628763,0,2,0
628782,0,3,0
628785,0,2,0
628801,0,2,0
628825,0,1,0
628835,0,2,0
628836,0,1,0
628837,0,1,0
628838,0,1,0
628859,0,1,0
628862,0,3,0
628887,0,1,0
628890,0,1,0
628959,0,1,0
628978,0,1,0
628988,0,9,0
629008,0,1,0
629014,0,1,0
629024,0,1,0
629034,0,5,0
629044,0,1,0
629047,0,1,0
629050,0,1,0
629064,0,1,0
629079,0,1,0
629096,0,2,0
629101,0,1,0
629108,0,2,0
629111,0,1,0
629122,0,1,0
629133,0,1,0
629136,0,1,0
629148,0,1,0
629150,0,1,0
629183,0,1,0
629196,0,17,0
629215,0,1,0
629229,0,1,0
629237,0,1,0
629258,0,1,0
629293,0,2,0
629329,0,1,0
629346,0,7,0
629360,0,1,0
629395,0,1,0
629456,0,1,0
629460,0,1,0
629462,0,2,0
629467,0,1,0
629473,0,1,0
629485,0,1,0
629493,0,1,0
629497,0,1,0
629513,0,1,0
629518,0,1,0
629525,0,1,0
629548,0,1,0
629561,0,1,0
629587,0,1,0
629598,0,1,0
629620,0,1,0
629647,0,1,0
629690,0,1,0
629700,0,1,0
629702,0,1,0
629736,0,1,0
629754,0,1,0
629760,0,2,0
629782,0,1,0
629794,0,1,0
629807,0,1,0
629825,0,1,0
629841,0,1,0
629848,0,1,0
629861,0,1,0
629864,0,1,0
629902,0,2,0
629927,0,1,0
629928,0,1,0
629938,0,1,0
629951,0,1,0
629952,0,1,0
629968,0,4,0
629970,0,1,0
629975,0,1,0
629992,0,1,0
629999,0,1,0
630000,0,1,0
630099,0,1,0
630118,0,3,0
630125,0,1,0
630138,0,2,0
630149,0,1,0
630153,0,1,0
630156,0,1,0
630162,0,1,0
630176,0,1,0
630179,0,1,0
630182,0,1,0
630187,0,1,0
630188,0,1,0
630200,0,1,0
630202,0,1,0
630229,0,1,0
630232,0,2,0
630288,0,1,0
630290,0,1,0
630305,0,1,0
630306,0,1,0
630312,0,1,0
630333,0,1,0
630351,0,2,0
